,證券代碼,年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股),成交值(千元),成交筆數(筆),流通在外股數(千股),本益比-TSE,股價淨值比-TSE,單日漲跌幅(%),label
462,2615 萬海,2020-11-27,41.0,43.35,40.25,43.0,35534,1485129,16672,2218297,20.09,2.58,0.057810578105781094,漲
463,2615 萬海,2020-11-30,43.6,44.2,42.7,43.7,33222,1436148,13548,2218297,20.42,2.63,0.016279069767441926,漲
464,2615 萬海,2020-12-01,43.5,43.7,41.05,41.1,36476,1527517,16270,2218297,19.21,2.47,-0.059496567505720854,跌
465,2615 萬海,2020-12-02,41.5,41.8,39.5,40.0,39486,1593696,18636,2218297,18.69,2.4,-0.026763990267639936,跌
466,2615 萬海,2020-12-03,40.35,41.4,39.1,39.5,30344,1217391,14153,2218297,18.46,2.37,-0.0125,跌
467,2615 萬海,2020-12-04,39.55,39.9,37.65,38.0,31278,1201958,14140,2218297,17.76,2.28,-0.0379746835443038,跌
468,2615 萬海,2020-12-07,38.5,39.9,36.8,38.25,37515,1434613,15729,2218297,17.87,2.3,0.006578947368421052,漲
469,2615 萬海,2020-12-08,39.2,42.0,38.8,40.6,67399,2761803,27832,2218297,18.97,2.44,0.061437908496732065,漲
470,2615 萬海,2020-12-09,41.05,42.25,40.8,41.4,53216,2208945,19725,2218297,19.35,2.49,0.019704433497536877,漲
471,2615 萬海,2020-12-10,42.0,42.95,41.25,41.4,43014,1803840,19169,2218297,19.35,2.49,0.0,跌
472,2615 萬海,2020-12-11,41.8,42.15,38.95,38.95,39682,1602166,17515,2218297,18.2,2.34,-0.05917874396135256,跌
473,2615 萬海,2020-12-14,39.6,41.8,39.35,40.75,34791,1415578,15299,2218297,19.04,2.45,0.04621309370988439,漲
474,2615 萬海,2020-12-15,41.15,42.45,39.5,40.0,42090,1724503,17644,2218297,18.69,2.4,-0.018404907975460124,跌
475,2615 萬海,2020-12-16,41.1,41.4,40.3,41.0,18540,756821,8008,2218297,19.16,2.46,0.025,漲
476,2615 萬海,2020-12-17,41.4,42.5,40.5,42.35,30478,1271571,13035,2218297,19.79,2.55,0.03292682926829272,漲
477,2615 萬海,2020-12-18,42.75,44.3,42.6,43.2,81988,3574014,33848,2218297,20.19,2.6,0.020070838252656466,漲
478,2615 萬海,2020-12-21,43.75,47.5,43.3,47.5,86225,3956824,33921,2218297,22.2,2.85,0.09953703703703697,漲
479,2615 萬海,2020-12-22,47.75,50.4,42.75,43.15,158067,7481456,66384,2218297,20.16,2.59,-0.09157894736842108,跌
480,2615 萬海,2020-12-23,43.5,45.5,42.25,45.45,71692,3144848,28351,2218297,21.24,2.73,0.053302433371958384,漲
481,2615 萬海,2020-12-24,45.8,46.7,45.0,45.25,50793,2325211,20430,2218297,21.14,2.72,-0.004400440044004463,跌
482,2615 萬海,2020-12-25,47.5,49.2,46.5,48.0,89599,4296206,38277,2218297,22.43,2.88,0.06077348066298342,漲
483,2615 萬海,2020-12-28,48.7,52.8,48.5,52.8,94547,4912502,33934,2218297,24.67,3.17,0.09999999999999994,漲
484,2615 萬海,2020-12-29,53.8,57.7,48.15,49.35,213472,11350999,90464,2218297,23.06,2.97,-0.06534090909090902,跌
485,2615 萬海,2020-12-30,50.4,51.5,47.6,50.1,106506,5286001,45081,2218297,23.41,3.01,0.015197568389057751,漲
486,2615 萬海,2020-12-31,50.2,53.0,49.65,52.9,88314,4565966,35771,2218297,24.72,3.18,0.055888223552894155,漲
487,2615 萬海,2021-01-04,49.3083,52.0225,48.2226,51.6606,143668,8015043,58283,2218297,26.68,3.43,-0.023429111531190858,跌
488,2615 萬海,2021-01-05,51.8415,51.8415,48.675,49.3987,90161,4978085,36911,2218297,25.51,3.28,-0.043783850748926725,跌
489,2615 萬海,2021-01-06,49.3083,50.213,45.237,45.5084,72871,3830082,31869,2218297,23.5,3.02,-0.07875308459534353,跌
490,2615 萬海,2021-01-07,46.3226,46.6845,40.9847,42.8394,102293,4822915,43517,2218297,22.13,2.85,-0.058648513241511546,跌
491,2615 萬海,2021-01-08,42.8394,44.7846,41.618,43.8798,64996,3133836,27291,2218297,22.66,2.91,0.02428605442653271,漲
492,2615 萬海,2021-01-11,43.9703,45.8703,43.4275,45.5988,53566,2655359,21570,2218297,23.55,3.03,0.03917520134549369,漲
493,2615 萬海,2021-01-12,47.1369,47.4988,42.568,44.3774,90386,4454945,36079,2218297,22.92,2.95,-0.026785792608577323,跌
494,2615 萬海,2021-01-13,44.6036,45.056,43.3822,43.4275,40316,1968148,16062,2218297,22.43,2.88,-0.02140503950208889,跌
495,2615 萬海,2021-01-14,43.6537,45.4179,43.4275,43.4727,44425,2191581,18057,2218297,22.45,2.89,0.0010408151516896262,漲
496,2615 萬海,2021-01-15,42.6584,42.8846,39.13,39.13,57214,2545278,25547,2218297,20.21,2.6,-0.09989487655471135,跌
497,2615 萬海,2021-01-18,38.18,40.8037,36.7324,40.8037,76043,3280935,29423,2218297,21.07,2.71,0.04277280858676199,漲
498,2615 萬海,2021-01-19,42.2965,42.7037,38.5419,39.0847,58284,2614187,22988,2218297,20.19,2.6,-0.042128532461517,跌
499,2615 萬海,2021-01-20,39.2204,39.8085,37.7729,38.0895,46660,1991639,18073,2218297,19.67,2.53,-0.025462649067282007,跌
500,2615 萬海,2021-01-21,38.9038,41.3466,38.6324,38.6324,50181,2203350,19816,2218297,19.95,2.57,0.014253271899079692,漲
501,2615 萬海,2021-01-22,38.6324,41.1656,38.3157,40.5323,33948,1502722,14630,2218297,20.93,2.69,0.04917892753233044,漲
502,2615 萬海,2021-01-25,40.7133,42.4323,40.5775,41.3013,29096,1336943,13229,2218297,21.33,2.74,0.018972523148205217,漲
503,2615 萬海,2021-01-26,41.618,42.3418,40.5323,41.2561,28592,1306689,12157,2218297,21.31,2.74,-0.0010943965444185568,跌
504,2615 萬海,2021-01-27,41.7085,41.9799,40.0347,40.3061,20152,911906,7906,2218297,20.82,2.68,-0.023026897840561826,跌
505,2615 萬海,2021-01-28,39.6276,41.4823,39.0395,40.4871,25370,1141453,9859,2218297,20.91,2.69,0.004490635412505734,漲
506,2615 萬海,2021-01-29,40.8037,41.1204,38.1347,38.7228,18736,816177,7694,2218297,20,2.57,-0.04357684299443523,跌
507,2615 萬海,2021-02-01,38.9038,39.3561,37.0491,37.411,20712,867846,9860,2218297,19.32,2.48,-0.033876682471308844,跌
508,2615 萬海,2021-02-02,37.8181,40.8037,37.23,39.3561,48302,2097865,19893,2218297,20.33,2.61,0.05199272941113567,漲
509,2615 萬海,2021-02-03,39.1752,39.9895,37.8181,38.2252,29315,1267546,12018,2218297,19.74,2.54,-0.028735062671352014,跌
510,2615 萬海,2021-02-04,38.3609,39.6728,37.999,39.3561,15474,663039,6779,2218297,20.33,2.61,0.029585195106892753,漲
511,2615 萬海,2021-02-05,39.3561,39.4466,38.18,38.18,18947,810861,8312,2218297,19.72,2.54,-0.029883550453423946,跌
512,2615 萬海,2021-02-17,38.949,40.3966,38.0895,39.718,25286,1091560,11126,2218297,20.51,2.64,0.04028287061288643,漲
513,2615 萬海,2021-02-18,40.3966,42.9751,40.0799,40.9394,43902,2007007,20301,2218297,21.14,2.72,0.030751800191348898,漲
514,2615 萬海,2021-02-19,40.7133,41.2109,39.9442,40.2609,16284,728005,8329,2218297,20.79,2.67,-0.016573276599070815,跌
515,2615 萬海,2021-02-22,42.4323,43.1561,41.8894,42.2965,42619,2004028,16392,2218297,21.85,2.81,0.05056022095879631,漲
516,2615 萬海,2021-02-23,42.568,44.0156,42.1608,42.2513,32833,1556013,14319,2218297,21.82,2.81,-0.0010686463418959308,跌
517,2615 萬海,2021-02-24,42.568,43.2465,41.3013,41.618,22843,1065920,10390,2218297,21.5,2.76,-0.01498888791587474,跌
518,2615 萬海,2021-02-25,42.6132,43.6537,42.2965,42.7942,18625,884165,7947,2218297,22.1,2.84,0.028261809793839066,漲
519,2615 萬海,2021-02-26,42.3418,43.6084,41.7989,43.3822,20358,965236,9094,2218297,22.41,2.88,0.013740179743984022,漲
520,2615 萬海,2021-03-02,43.6084,45.237,40.3966,41.1656,33791,1613513,15672,2218297,21.26,2.73,-0.05109468860500389,跌
521,2615 萬海,2021-03-03,42.0704,43.2918,40.9394,42.7942,16225,755231,7507,2218297,22.1,2.84,0.039562158695609896,漲
522,2615 萬海,2021-03-04,42.7942,42.7942,41.3918,41.6632,11643,539881,5839,2218297,21.52,2.77,-0.026428815119805795,跌
523,2615 萬海,2021-03-05,41.1204,42.2513,40.9847,41.4823,7456,343275,3695,2218297,21.43,2.76,-0.004341961251176126,跌
524,2615 萬海,2021-03-08,42.0251,42.7037,40.9847,41.0752,11755,544027,5369,2218297,21.21,2.73,-0.009813824209361577,跌
525,2615 萬海,2021-03-09,41.3466,43.4275,41.1204,42.9751,18914,886952,8443,2218297,22.2,2.85,0.04625418744157046,漲
526,2615 萬海,2021-03-10,42.7037,43.3822,42.0704,42.5227,17476,823805,7770,2218297,21.96,2.82,-0.010527026115122415,跌
527,2615 萬海,2021-03-11,43.6989,43.7894,42.7037,42.7489,21068,1004701,8017,2218297,22.08,2.84,0.005319511696105813,漲
528,2615 萬海,2021-03-12,43.0203,44.1513,42.7037,42.8846,19414,931501,7909,2218297,22.15,2.85,0.003174350685046865,漲
529,2615 萬海,2021-03-15,43.5179,44.3774,43.337,44.0608,19014,922729,7778,2218297,22.76,2.93,0.027427095041110364,漲
530,2615 萬海,2021-03-16,44.0608,44.106,43.2918,44.0156,11631,562746,4752,2218297,22.73,2.92,-0.0010258551819304516,跌
531,2615 萬海,2021-03-17,44.2417,44.8298,43.9251,44.3322,12102,593944,5805,2218297,22.9,2.94,0.007192904333918,漲
532,2615 萬海,2021-03-18,44.8298,45.3274,44.5584,45.1917,14108,702159,6303,2218297,23.34,3,0.01938771367087573,漲
533,2615 萬海,2021-03-19,45.0108,45.8703,43.9703,44.8298,19257,957498,9356,2218297,23.15,2.98,-0.008008107683490522,跌
534,2615 萬海,2021-03-22,47.5893,49.3083,47.1369,49.3083,57423,3094407,20026,2218297,25.47,3.28,0.09990006647364039,漲
535,2615 萬海,2021-03-23,49.6702,50.6654,45.7798,46.775,69781,3711359,27737,2218297,24.16,3.11,-0.05137674590281969,跌
536,2615 萬海,2021-03-24,46.1417,47.8607,45.7798,47.0464,22641,1176165,9922,2218297,24.3,3.13,0.0058022447888829475,漲
537,2615 萬海,2021-03-25,47.2274,47.3178,45.1012,45.1465,17488,887639,8220,2218297,23.32,3,-0.04038353625357084,跌
538,2615 萬海,2021-03-26,45.7798,48.3131,45.1917,47.8607,25559,1315763,10397,2218297,24.72,3.18,0.06011983210215627,漲
539,2615 萬海,2021-03-29,48.4035,50.5749,48.1321,50.1225,42276,2316848,18199,2218297,25.89,3.33,0.047257979929253034,漲
540,2615 萬海,2021-03-30,50.4844,50.9368,48.1321,49.3987,32517,1775188,13395,2218297,10.71,2.76,-0.014440620479824513,跌
541,2615 萬海,2021-03-31,49.7606,52.2939,49.5797,49.8511,54574,3069851,22636,2218297,10.8,2.78,0.00915813574041431,漲
542,2615 萬海,2021-04-01,50.6654,51.4796,50.1225,50.5749,38562,2160294,14433,2218297,10.96,2.82,0.014519238291632423,漲
543,2615 萬海,2021-04-06,51.3892,52.2939,49.5797,51.932,34548,1961286,14763,2218297,11.25,2.9,0.02683346877601345,漲
544,2615 萬海,2021-04-07,51.8415,53.3796,50.6654,53.1082,30733,1779524,13514,2218297,11.51,2.97,0.022648848494184595,漲
545,2615 萬海,2021-04-08,52.9272,53.832,52.0225,53.2891,26822,1574623,10650,2218297,11.55,2.98,0.0034062536482125393,漲
546,2615 萬海,2021-04-09,53.1987,53.1987,50.6654,52.6558,25576,1469021,11576,2218297,11.41,2.94,-0.011884231484487418,跌
547,2615 萬海,2021-04-12,54.1939,57.9033,53.9224,57.9033,41428,2607696,17480,2218297,12.55,3.23,0.09965663801518546,漲
548,2615 萬海,2021-04-13,58.2652,60.4366,56.5462,58.1747,48200,3105762,20674,2218297,12.61,3.25,0.004687124913433256,漲
549,2615 萬海,2021-04-14,59.1699,61.1604,55.4605,59.0795,56468,3658841,24705,2218297,12.8,3.3,0.0155531528310417,漲
550,2615 萬海,2021-04-15,59.0795,60.8889,57.9033,60.3461,24587,1621629,10814,2218297,13.08,3.37,0.02143890858927372,漲
551,2615 萬海,2021-04-16,60.7985,66.3174,60.4366,66.3174,37308,2604519,16682,2218297,14.37,3.7,0.09895088497848256,漲
552,2615 萬海,2021-04-19,69.0316,72.922,68.9411,72.922,43698,3468912,17570,2218297,15.8,4.07,0.09959075597052945,漲
553,2615 萬海,2021-04-20,75.0029,75.9076,70.7506,73.7362,70234,5661838,33196,2218297,15.98,4.12,0.011165354762623071,漲
554,2615 萬海,2021-04-21,74.0077,81.0646,72.741,81.0646,48567,4238033,21737,2218297,17.57,4.53,0.09938673270388225,漲
555,2615 萬海,2021-04-22,84.1407,88.8454,76.9933,77.6266,97190,9049285,48582,2218297,16.82,4.34,-0.04241062066549397,跌
556,2615 萬海,2021-04-23,80.7027,81.8789,72.3791,74.1886,43388,3653151,22272,2218297,16.08,4.14,-0.044288942192495906,跌
557,2615 萬海,2021-04-26,76.7219,81.6075,76.2695,81.6075,30987,2748675,12095,2218297,17.69,4.56,0.10000053916639495,漲
558,2615 萬海,2021-04-27,83.1455,86.8549,81.4265,82.5122,57059,5324932,28683,2218297,17.88,4.61,0.011085990870937174,漲
559,2615 萬海,2021-04-28,84.955,88.8454,82.6027,83.6884,46320,4408508,24215,2218297,18.14,4.67,0.014254861705299268,漲
560,2615 萬海,2021-04-29,85.7693,86.2216,81.517,85.6788,27872,2584735,14907,2218297,18.57,4.79,0.02378346341906398,漲
561,2615 萬海,2021-05-03,89.4787,94.0929,86.8549,91.831,85917,8685398,41351,2218297,19.9,5.13,0.07180539409982409,漲
562,2615 萬海,2021-05-04,89.8406,92.7357,82.6931,82.6931,74821,7150372,35517,2218297,17.92,4.62,-0.09950779148653506,跌
563,2615 萬海,2021-05-05,81.9694,87.0359,77.9885,83.6884,60549,5601290,28939,2218297,18.14,4.67,0.012036070724159577,漲
564,2615 萬海,2021-05-06,85.9502,87.1264,78.9837,81.336,55450,5084050,28052,2218297,17.63,4.54,-0.028109033032057047,跌
565,2615 萬海,2021-05-07,83.236,83.9598,79.4361,83.5074,40152,3628643,20517,2218297,18.1,4.66,0.026696665683092428,漲
566,2615 萬海,2021-05-10,86.2216,91.831,84.5931,91.831,64344,6360052,32879,2218297,19.9,5.13,0.09967499886237625,漲
567,2615 萬海,2021-05-11,90.3834,95.9023,85.0455,89.2977,83483,8421070,39818,2218297,19.35,4.99,-0.027586544848689408,跌
568,2615 萬海,2021-05-12,84.8645,87.4883,80.4313,80.4313,47470,4351877,21899,2218297,7.6,3.32,-0.09929035126324656,跌
569,2615 萬海,2021-05-13,72.4696,78.3504,72.4696,72.4696,49102,3988206,20770,2218297,6.85,2.99,-0.09898758319211544,跌
570,2615 萬海,2021-05-14,74.2791,75.9981,66.0459,73.8267,80649,6278558,39809,2218297,6.98,3.05,0.01872647289346157,漲
571,2615 萬海,2021-05-17,68.8506,75.6362,67.1316,70.7506,87858,6865470,42140,2218297,6.69,2.92,-0.04166649735122925,跌
572,2615 萬海,2021-05-18,75.0029,77.8076,72.3791,77.8076,33160,2807479,13709,2218297,7.36,3.21,0.09974473714710529,漲
573,2615 萬海,2021-05-19,81.4265,85.5883,79.4361,85.5883,77980,7231071,34008,2218297,8.09,3.53,0.0999992288671031,漲
574,2615 萬海,2021-05-20,85.1359,94.0929,83.236,94.0929,143366,14404229,54363,2218297,8.9,3.88,0.09936638535874642,漲
575,2615 萬海,2021-05-21,99.5213,103.1402,99.0689,103.1402,73376,8290558,20536,2218297,9.75,4.26,0.09615284468860023,漲
576,2615 萬海,2021-05-24,105.8545,113.0924,104.9497,113.0924,128697,15601891,55936,2218297,10.69,4.67,0.09649195948815308,漲
577,2615 萬海,2021-05-25,119.8779,122.5921,101.7831,105.4021,167451,20686225,78999,2218297,9.97,4.35,-0.06800014855109622,跌
578,2615 萬海,2021-05-26,107.6639,115.8066,103.1402,115.8066,116460,14255825,50257,2218297,10.95,4.78,0.0987124544956884,漲
579,2615 萬海,2021-05-27,123.9492,127.1158,120.3303,127.1158,193383,26817372,71016,2218297,12.02,5.25,0.09765591943809757,漲
580,2615 萬海,2021-05-28,132.9966,139.7822,129.3777,139.7822,142549,21318747,64771,2218297,13.22,5.77,0.09964457604798142,漲
581,2615 萬海,2021-05-31,145.663,145.663,128.4729,131.1872,44528,6691523,25927,2218297,12.4,5.42,-0.061488515705147004,跌
582,2615 萬海,2021-06-01,133.9014,144.3059,128.4729,144.3059,23700,3605214,14849,2218297,13.64,5.96,0.09999984754610221,漲
583,2615 萬海,2021-06-02,144.3059,155.6151,142.044,144.7582,26213,4275609,16042,2218297,13.69,5.98,0.0031343139816180743,漲
584,2615 萬海,2021-06-03,148.8296,150.1867,143.8535,145.663,16481,2682726,10718,2218297,13.77,6.01,0.006250423119381306,漲
585,2615 萬海,2021-06-04,143.8535,146.5677,140.2345,140.6869,14789,2334058,10666,2218297,13.3,5.81,-0.03416172947145124,跌
586,2615 萬海,2021-06-07,142.044,142.044,126.6635,138.4251,14152,2116294,10517,2218297,13.09,5.72,-0.01607683444585119,跌
587,2615 萬海,2021-06-08,138.4251,149.2819,138.4251,149.2819,17542,2830559,11364,2218297,14.11,6.16,0.07843086261089949,漲
588,2615 萬海,2021-06-09,149.2819,149.2819,142.044,144.7582,14725,2368568,9393,2218297,13.69,5.98,-0.0303030709014289,跌
589,2615 萬海,2021-06-10,146.5677,146.5677,135.7108,143.8535,13338,2074131,8849,2218297,13.6,5.94,-0.006249732312228193,跌
590,2615 萬海,2021-06-11,146.5677,157.877,146.5677,157.877,24076,4100238,15298,2218297,14.93,6.52,0.09748459370123086,漲
591,2615 萬海,2021-06-15,164.6625,173.2575,164.6625,173.2575,36557,6873026,13671,2218297,16.38,7.15,0.09742077693394213,漲
592,2615 萬海,2021-06-16,187.7333,190.4476,178.2336,185.9239,94396,19511252,49483,2218297,17.58,7.68,0.07310736908936127,漲
593,2615 萬海,2021-06-17,190.4476,192.7094,177.3288,186.3762,108839,22247742,62119,2218297,17.62,7.7,0.002432715750906732,漲
594,2615 萬海,2021-06-18,186.3762,204.9234,181.8525,204.9234,148405,32489339,72829,2218297,19.38,8.46,0.09951485221825519,漲
595,2615 萬海,2021-06-21,206.2805,225.28,204.9234,225.28,111866,27323537,50497,2218297,21.3,9.3,0.0993376061494198,漲
596,2615 萬海,2021-06-22,241.5653,246.9937,227.0895,227.0895,192565,50921219,105453,2218297,21.47,9.38,0.008032226562499937,漲
597,2615 萬海,2021-06-23,222.5658,237.0416,204.471,204.471,270589,65964784,145340,2218297,19.33,8.44,-0.09960169888964476,跌
598,2615 萬海,2021-06-24,205.8281,224.8276,201.7568,224.8276,132739,31830266,63946,2218297,21.26,9.28,0.09955739444713424,漲
599,2615 萬海,2021-06-25,239.7558,246.9937,230.7084,246.9937,194547,51941053,105436,2218297,23.35,10.2,0.09859154303119369,漲
600,2615 萬海,2021-06-28,259.6601,271.4217,258.7554,271.4217,104821,30869594,53605,2218297,25.66,11.21,0.09890130800907067,漲
601,2615 萬海,2021-06-29,284.5404,292.2307,262.3743,264.1838,280229,86362284,166990,2218297,24.98,10.91,-0.02666662245502098,跌
602,2615 萬海,2021-06-30,267.8027,290.4212,267.8027,290.4212,168328,52112226,92782,2218297,27.46,11.99,0.09931494663942292,漲
603,2615 萬海,2021-07-01,303.5399,319.3729,287.2546,303.9923,299468,101894581,172602,2218297,28.74,12.55,0.046729026668852,漲
604,2615 萬海,2021-07-02,311.6826,314.8492,280.9215,295.3973,154739,51511247,102049,2218297,27.93,12.2,-0.02827374245992424,跌
605,2615 萬海,2021-07-05,303.9923,304.897,268.7075,273.2312,144603,45130814,99033,2218297,25.83,11.28,-0.07503826202879976,跌
606,2615 萬海,2021-07-06,275.0407,293.1354,265.9933,267.8027,135601,41815632,97658,2218297,25.32,11.06,-0.019867789622854144,跌
607,2615 萬海,2021-07-07,267.8027,280.0167,241.1129,250.1603,162241,46840570,120639,2218297,23.65,10.33,-0.06587834999423085,跌
608,2615 萬海,2021-07-08,254.684,275.0407,233.4227,275.0407,220981,62915744,131952,2218297,26.01,11.36,0.09945782764091668,漲
609,2615 萬海,2021-07-09,262.3743,277.3025,247.8985,248.8032,195095,56657700,128517,2218297,23.52,10.27,-0.09539497245316787,跌
610,2615 萬海,2021-07-12,266.4456,273.6835,248.8032,259.6601,147602,42855366,92399,2218297,24.55,10.72,0.04363649663669919,漲
611,2615 萬海,2021-07-13,270.517,272.7788,233.875,233.875,145089,40386560,97416,2218297,22.11,9.66,-0.09930328148221464,跌
612,2615 萬海,2021-07-14,236.5892,244.2795,213.066,229.3513,204047,51499903,126291,2218297,21.69,9.47,-0.019342383752004238,跌
613,2615 萬海,2021-07-15,239.3035,251.9698,232.5179,251.9698,140575,37800729,84010,2218297,23.82,10.4,0.0986194540863731,漲
614,2615 萬海,2021-07-16,260.5648,275.0407,253.3269,258.7554,217936,63552434,135998,2218297,24.47,10.68,0.02693021147772478,漲
615,2615 萬海,2021-07-19,265.0885,269.6122,255.1364,258.7554,128978,37537522,75110,2218297,24.47,10.68,0.0,跌
616,2615 萬海,2021-07-20,259.2077,259.2077,233.4227,235.6845,135313,36620621,87645,2218297,22.28,9.73,-0.08916103779863142,跌
617,2615 萬海,2021-07-21,244.7319,250.6127,212.1613,215.7803,178796,45253838,110038,2218297,20.4,8.91,-0.08445273236042253,跌
618,2615 萬海,2021-07-22,223.4705,223.4705,195.4236,217.1374,201956,46248088,120677,2218297,20.53,8.97,0.006289267370561643,漲
619,2615 萬海,2021-07-23,224.3753,230.7084,212.1613,217.1374,149676,36575608,90540,2218297,20.53,8.97,0.0,跌
620,2615 萬海,2021-07-26,216.2326,216.685,195.4236,195.876,99324,22685264,59705,2218297,18.52,8.09,-0.09791680290912577,跌
621,2615 萬海,2021-07-27,187.281,195.4236,179.1383,185.4715,151627,31222658,88585,2218297,17.54,7.66,-0.05311778880516251,跌
622,2615 萬海,2021-07-28,187.7333,204.0186,180.0431,204.0186,219304,45881129,125838,2218297,19.29,8.42,0.09999973041680259,漲
623,2615 萬海,2021-07-29,212.6137,224.3753,205.3758,224.3753,190664,45620951,109022,2218297,21.21,9.26,0.09977864763310805,漲
624,2615 萬海,2021-07-30,226.1847,232.5179,202.2092,202.2092,206378,50321803,125355,2218297,19.12,8.35,-0.09879028574000792,跌
625,2615 萬海,2021-08-02,202.2092,218.4945,190.4476,209.8994,183600,41247810,108304,2218297,19.85,8.67,0.03803091056193291,漲
626,2615 萬海,2021-08-03,208.09,217.1374,204.0186,207.1852,128748,29964574,72591,2218297,19.59,8.55,-0.012930956448660668,跌
627,2615 萬海,2021-08-04,208.9947,215.3279,208.09,210.8042,77725,18132727,42931,2218297,19.93,8.7,0.017467463892208514,漲
628,2615 萬海,2021-08-05,212.1613,213.066,195.876,199.9473,84177,18994540,50485,2218297,18.91,8.26,-0.051502294546313575,跌
629,2615 萬海,2021-08-06,199.9473,219.3992,197.2331,208.9947,132080,30804724,77792,2218297,19.76,8.63,0.04524892309123445,漲
630,2615 萬海,2021-08-09,210.8042,217.1374,206.2805,207.1852,98870,23179477,57021,2218297,19.59,8.55,-0.008658114296678268,跌
631,2615 萬海,2021-08-10,214.4231,216.685,198.1378,203.5663,129817,29932872,72497,2218297,19.25,8.4,-0.017466981232250163,跌
632,2615 萬海,2021-08-11,205.3758,206.2805,185.4715,196.3284,135933,29634452,77789,2218297,18.56,8.11,-0.03555549224012041,跌
633,2615 萬海,2021-08-12,199.9473,208.09,193.6141,208.09,103072,22744755,59461,2218297,19.67,8.59,0.05990778715662134,漲
634,2615 萬海,2021-08-13,206.2805,209.8994,194.5189,194.5189,118955,26897819,68877,2218297,11.03,6.33,-0.06521745398625595,跌
635,2615 萬海,2021-08-16,196.3284,197.6855,186.3762,194.5189,108555,23192730,56994,2218297,11.03,6.33,0.0,跌
636,2615 萬海,2021-08-17,197.2331,198.1378,185.9239,185.9239,70049,14929579,39081,2218297,10.54,6.05,-0.04418593771607797,跌
637,2615 萬海,2021-08-18,185.4715,204.471,181.8525,204.471,106866,22898487,60708,2218297,11.59,6.66,0.09975640571222957,漲
638,2615 萬海,2021-08-19,206.2805,211.7089,190.4476,192.7094,172898,38571219,93883,2218297,10.92,6.28,-0.05752209359762517,跌
639,2615 萬海,2021-08-20,198.1378,204.0186,192.7094,204.0186,104732,22888687,56779,2218297,11.56,6.64,0.05868525354756958,漲
640,2615 萬海,2021-08-23,211.2566,224.3753,209.8994,224.3753,130231,31844893,60073,2218297,12.72,7.31,0.09977864763310805,漲
641,2615 萬海,2021-08-24,228.899,234.3274,218.0421,220.7563,161276,40209649,90999,2218297,12.51,7.19,-0.016129226345324106,跌
642,2615 萬海,2021-08-25,223.4705,241.5653,218.9468,237.0416,127969,32397975,73055,2218297,13.44,7.72,0.07377048809026052,漲
643,2615 萬海,2021-08-26,235.6845,237.494,225.7324,233.4227,131111,33638227,77912,2218297,13.23,7.6,-0.015266940486395623,跌
644,2615 萬海,2021-08-27,230.7084,239.7558,223.0182,227.9942,124970,32038198,75885,2218297,12.92,7.42,-0.02325609291641295,跌
645,2615 萬海,2021-08-30,232.0656,233.875,225.28,225.28,58189,14802407,34368,2218297,12.77,7.34,-0.01190468880348713,跌
646,2615 萬海,2021-08-31,227.0895,229.8037,218.0421,224.3753,70801,17548004,41150,2218297,12.72,7.31,-0.004015891335227234,跌
647,2615 萬海,2021-09-01,224.8276,226.6371,209.8994,212.6137,91065,21855601,57431,2218297,12.05,6.92,-0.05241931709952038,跌
648,2615 萬海,2021-09-02,212.6137,221.6611,209.8994,213.066,55613,13312403,33508,2218297,12.08,6.94,0.0021273323402960778,漲
649,2615 萬海,2021-09-03,216.2326,218.0421,199.0426,200.8521,43083,9915436,29308,2218297,11.38,6.54,-0.057324491002787845,跌
650,2615 萬海,2021-09-06,200.8521,204.0186,190.8999,190.8999,39768,8657431,25853,2218297,10.82,6.22,-0.04954989268222739,跌
651,2615 萬海,2021-09-07,201.5,209.5,200,209.5,75830,15693553,31581,2440127,10.74,6.17,0.0974337859789345,漲
652,2615 萬海,2021-09-08,209,218.5,208,213.0,75118,15983572,42818,2440127,10.92,6.28,0.016706443914081145,漲
653,2615 萬海,2021-09-09,213,216,204.5,207.5,76968,16026688,42977,2440127,10.64,6.11,-0.025821596244131457,跌
654,2615 萬海,2021-09-10,209.5,216,205,211.5,76506,16114803,41588,2440127,10.85,6.23,0.01927710843373494,漲
655,2615 萬海,2021-09-13,214.5,217,210,210.0,57903,12355457,30882,2440127,10.77,6.19,-0.0070921985815602835,跌
656,2615 萬海,2021-09-14,215,215,200.5,201.5,57101,11822089,33908,2440127,10.33,5.94,-0.04047619047619048,跌
657,2615 萬海,2021-09-15,203,207,196,205.0,76965,15527499,41727,2440127,10.51,6.04,0.017369727047146403,漲
658,2615 萬海,2021-09-16,205,205,200,200.5,28503,5781647,15990,2440127,10.28,5.91,-0.02195121951219512,跌
659,2615 萬海,2021-09-17,200,211,200,210.0,60982,12656112,33024,2440127,10.77,6.19,0.04738154613466334,漲
660,2615 萬海,2021-09-22,203,208,202,203.0,41161,8405060,24125,2440127,10.41,5.98,-0.03333333333333333,跌
661,2615 萬海,2021-09-23,210,211,207,207.5,33190,6932738,16735,2440127,10.64,6.11,0.022167487684729065,漲
662,2615 萬海,2021-09-24,210,217.5,209,215.0,48482,10368086,26952,2440127,11.03,6.33,0.03614457831325301,漲
663,2615 萬海,2021-09-27,218.5,221,208,208.0,50977,10895713,27947,2440127,10.67,6.13,-0.03255813953488372,跌
